listing_id,room_type,property_type,neighbourhood_name,accommodates,bedrooms,beds,bathrooms,listing_price,minimum_nights,maximum_nights,instant_bookable,host_is_superhost,host_listing_count,total_reviews_before_cutoff,unique_reviewers_before_cutoff,avg_comment_len_before_cutoff,max_comment_len_before_cutoff,days_since_last_review,available_days_last_90d,available_rate_last_90d,avg_minimum_nights_calendar_last_90d,avg_maximum_nights_calendar_last_90d,available_days_last_30d,available_rate_last_30d,avg_minimum_nights_calendar_last_30d,avg_maximum_nights_calendar_last_30d,future_calendar_days_observed_30d,future_available_days_30d,future_available_rate_30d,high_demand_proxy,cutoff_date,dataset_version
2682113,Entire home/apt,Entire condo,Bos en Lommer,2,1.0,,1.0,,3,23,False,False,1,27.0,27.0,362.962962962963,1754.0,343.0,0,0.0,3.0,23.0,0,0.0,3.0,23.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
2697739,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,4,2.0,,1.5,,4,30,False,False,1,25.0,25.0,317.76,722.0,827.0,0,0.0,4.0,30.0,0,0.0,4.0,30.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
2704035,Entire home/apt,Entire rental unit,Zuid,4,3.0,4.0,1.5,450.0,2,21,False,False,1,34.0,33.0,401.70588235294116,1393.0,394.0,0,0.0,2.0,21.0,0,0.0,2.0,21.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
2705165,Entire home/apt,Entire home,Oud-Noord,12,3.0,11.0,1.5,417.0,2,355,True,True,1,460.0,458.0,239.22608695652173,1871.0,352.0,86,0.9555555555555556,1.288888888888889,1125.0,30,1.0,1.2666666666666666,1125.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
2708863,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,4,3.0,3.0,1.5,404.0,5,365,False,False,1,101.0,101.0,465.05940594059405,1468.0,396.0,90,1.0,5.0,365.0,30,1.0,5.0,365.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
2739228,Private room,Room in boutique hotel,Centrum-West,1,1.0,,1.5,,3,1125,False,False,4,200.0,198.0,236.37,927.0,1320.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
2754846,Entire home/apt,Entire condo,De Baarsjes - Oud-West,2,1.0,,1.0,,6,16,False,False,1,13.0,13.0,228.3846153846154,605.0,819.0,0,0.0,6.0,16.0,0,0.0,6.0,16.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
2761156,Private room,Private room in condo,Slotervaart,2,1.0,1.0,1.5,61.0,2,1125,False,True,2,574.0,571.0,256.91289198606273,1843.0,338.0,90,1.0,2.0,1125.0,30,1.0,2.0,1125.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
2763037,Private room,Private room in townhouse,Centrum-West,3,0.0,2.0,1.0,211.0,2,1125,False,False,1,553.0,552.0,239.16998191681736,2101.0,339.0,85,0.9444444444444444,2.0,1125.0,27,0.9,2.0,1125.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
2763386,Private room,Private room in condo,Slotervaart,2,1.0,1.0,1.5,58.0,2,1125,False,True,2,474.0,473.0,231.94725738396625,2802.0,341.0,88,0.9777777777777777,2.0,1125.0,28,0.9333333333333333,2.0,1125.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
2775209,Entire home/apt,Entire rental unit,Zuid,4,2.0,3.0,2.0,469.0,7,90,False,False,1,21.0,21.0,361.7142857142857,2037.0,2936.0,0,0.0,7.0,90.0,0,0.0,7.0,90.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
2780062,Private room,Private room in rental unit,Centrum-Oost,2,1.0,1.0,1.5,172.0,2,730,True,True,1,274.0,272.0,299.8211678832117,1149.0,344.0,79,0.8777777777777778,2.0,730.0,21,0.7,2.0,730.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
2787645,Entire home/apt,Houseboat,De Pijp - Rivierenbuurt,4,3.0,,1.0,,4,30,False,False,1,40.0,40.0,416.2,1372.0,1083.0,0,0.0,4.0,30.0,0,0.0,4.0,30.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
2800120,Private room,Private room in bed and breakfast,Centrum-Oost,2,1.0,1.0,1.0,174.0,2,3,False,True,1,365.0,365.0,237.16712328767125,1419.0,350.0,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
2809026,Entire home/apt,Entire loft,Zuid,5,4.0,,1.5,,3,1125,False,False,1,31.0,31.0,425.7741935483871,1002.0,2570.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
2829553,Entire home/apt,Entire rental unit,De Pijp - Rivierenbuurt,2,2.0,1.0,1.0,145.0,100,100,False,False,1,44.0,43.0,372.04545454545456,1283.0,2837.0,25,0.2777777777777778,100.0,100.0,0,0.0,100.0,100.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
2830788,Private room,Private room in condo,Oud-Oost,2,0.0,1.0,1.0,137.0,4,180,False,True,1,285.0,283.0,361.95438596491226,1292.0,350.0,0,0.0,4.0,180.0,0,0.0,4.0,180.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
2842228,Private room,Private room in farm stay,Noord-Oost,3,1.0,3.0,1.5,60.0,2,1125,True,False,8,184.0,184.0,397.57608695652175,2133.0,354.0,87,0.9666666666666667,2.0,1125.0,30,1.0,2.0,1125.0,30,23,0.7666666666666667,0,2026-08-11,v1_audit_cleaned
2853285,Private room,Private room in bed and breakfast,De Baarsjes - Oud-West,2,1.0,2.0,0.0,96.0,1,1125,True,False,15,259.0,259.0,169.4903474903475,1070.0,340.0,90,1.0,1.288888888888889,1000.0,30,1.0,1.2666666666666666,1000.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
2861667,Private room,Private room in hostel,De Baarsjes - Oud-West,2,1.0,2.0,0.0,104.0,1,1125,True,False,15,432.0,431.0,190.22916666666666,1317.0,340.0,90,1.0,1.288888888888889,1000.0,30,1.0,1.2666666666666666,1000.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
2882337,Entire home/apt,Entire townhouse,Geuzenveld - Slotermeer,4,2.0,,1.5,,2,1125,False,False,1,3.0,3.0,526.0,606.0,2362.0,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
2891560,Entire home/apt,Entire rental unit,Bos en Lommer,2,1.0,,1.0,,2,365,False,False,1,2.0,2.0,178.0,347.0,826.0,0,0.0,2.566666666666667,365.0,0,0.0,2.6,365.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
2892186,Entire home/apt,Entire rental unit,Oostelijk Havengebied - Indische Buurt,2,1.0,,1.5,,3,28,False,False,1,28.0,24.0,286.2142857142857,679.0,1549.0,0,0.0,3.0,28.0,0,0.0,3.0,28.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
2902819,Entire home/apt,Boat,Centrum-Oost,2,1.0,1.0,1.5,375.0,3,3,False,False,1,104.0,102.0,500.5480769230769,1867.0,372.0,80,0.8888888888888888,3.0,3.0,30,1.0,3.0,3.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
2912309,Entire home/apt,Entire condo,De Pijp - Rivierenbuurt,4,2.0,,2.5,,3,8,False,False,1,65.0,65.0,371.2153846153846,1705.0,360.0,0,0.0,3.0,8.0,0,0.0,3.0,8.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
2921938,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,4,3.0,4.0,1.5,240.0,4,1125,False,False,1,26.0,26.0,349.11538461538464,892.0,363.0,0,0.0,4.0,1125.0,0,0.0,4.0,1125.0,30,2,0.06666666666666667,1,2026-08-11,v1_audit_cleaned
2942229,Private room,Private room in rental unit,Bijlmer-Oost,2,1.0,1.0,1.0,75.0,2,60,False,False,1,347.0,347.0,331.12968299711815,1829.0,660.0,86,0.9555555555555556,2.0,60.0,26,0.8666666666666667,2.0,60.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
2965812,Entire home/apt,Entire rental unit,IJburg - Zeeburgereiland,4,2.0,2.0,1.0,180.0,5,14,False,False,1,56.0,55.0,374.9642857142857,1211.0,405.0,90,1.0,5.0,14.0,30,1.0,5.0,14.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
2976795,Entire home/apt,Entire rental unit,Oud-Noord,4,2.0,2.0,1.0,205.0,2,31,True,True,1,293.0,293.0,296.40955631399316,1935.0,345.0,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
2977065,Entire home/apt,Entire rental unit,Centrum-West,2,1.0,1.0,1.5,510.0,3,21,False,False,1,78.0,78.0,460.44871794871796,2885.0,357.0,90,1.0,3.0,21.0,30,1.0,3.0,21.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
2981842,Private room,Private room in bed and breakfast,De Baarsjes - Oud-West,2,1.0,1.0,1.0,147.0,1,1125,True,False,15,35.0,35.0,239.02857142857144,1271.0,413.0,90,1.0,1.288888888888889,1000.0,30,1.0,1.2666666666666666,1000.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
2981853,Private room,Private room in bed and breakfast,De Baarsjes - Oud-West,2,1.0,2.0,0.0,101.0,1,99,True,False,15,72.0,72.0,174.86111111111111,1065.0,351.0,90,1.0,1.288888888888889,3.0,30,1.0,1.2666666666666666,3.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
2985952,Entire home/apt,Entire condo,Oud-Oost,2,1.0,1.0,1.0,140.0,7,30,False,False,1,40.0,39.0,396.7,897.0,358.0,0,0.0,7.0,30.0,0,0.0,7.0,30.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3036359,Entire home/apt,Boat,Noord-Oost,2,0.0,1.0,1.0,83.0,3,30,False,False,1,93.0,93.0,291.752688172043,1027.0,355.0,0,0.0,3.0,30.0,0,0.0,3.0,30.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3036789,Entire home/apt,Entire condo,Oud-Oost,3,2.0,,1.5,,3,1125,False,False,1,138.0,138.0,281.1014492753623,1862.0,389.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3040900,Entire home/apt,Entire condo,De Baarsjes - Oud-West,2,2.0,,1.0,,5,23,False,False,1,46.0,45.0,299.39130434782606,701.0,735.0,0,0.0,5.0,23.0,0,0.0,5.0,23.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3045003,Entire home/apt,Entire rental unit,Oud-Noord,4,3.0,,1.0,,3,21,False,False,1,5.0,5.0,685.0,1768.0,2923.0,0,0.0,3.0,21.0,0,0.0,3.0,21.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3046271,Entire home/apt,Entire condo,Oostelijk Havengebied - Indische Buurt,5,4.0,,1.0,,3,30,False,False,1,10.0,10.0,243.6,798.0,1219.0,0,0.0,3.0,30.0,0,0.0,3.0,30.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3048137,Entire home/apt,Entire rental unit,Westerpark,2,1.0,,1.0,,3,60,False,False,1,12.0,12.0,433.4166666666667,998.0,1805.0,0,0.0,3.0,60.0,0,0.0,3.0,60.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3073208,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,2,1.0,,1.5,,5,7,False,False,1,32.0,32.0,227.90625,699.0,919.0,0,0.0,2.0,7.0,0,0.0,2.0,7.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3075800,Entire home/apt,Entire home,Bos en Lommer,3,1.0,1.0,1.0,160.0,2,30,False,False,1,1.0,1.0,182.0,182.0,365.0,11,0.12222222222222222,2.0,30.0,11,0.36666666666666664,2.0,30.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
3087967,Entire home/apt,Entire rental unit,Oud-Oost,2,1.0,1.0,1.0,182.0,3,31,False,False,1,25.0,25.0,277.88,783.0,415.0,90,1.0,3.0,31.0,30,1.0,3.0,31.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
3093813,Entire home/apt,Entire rental unit,Westerpark,2,0.0,1.0,0.0,170.0,2,30,False,False,1,8.0,8.0,374.25,1008.0,362.0,0,0.0,2.0,30.0,0,0.0,2.0,30.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3099026,Private room,Private room in condo,Centrum-Oost,2,1.0,1.0,1.0,130.0,3,730,False,True,1,691.0,685.0,283.5383502170767,1643.0,337.0,41,0.45555555555555555,3.0,730.0,0,0.0,3.0,730.0,30,18,0.6,0,2026-08-11,v1_audit_cleaned
22781669,Private room,Private room in boat,Zuid,2,0.0,1.0,1.0,100.0,2,21,True,False,1,119.0,119.0,178.47899159663865,588.0,354.0,70,0.7777777777777778,2.0,21.0,23,0.7666666666666667,2.0,21.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
3111787,Private room,Private room in home,Centrum-West,2,1.0,1.0,1.0,157.0,3,5,False,True,1,323.0,321.0,347.60990712074306,2397.0,359.0,26,0.28888888888888886,3.0,5.0,8,0.26666666666666666,3.0,5.0,30,8,0.26666666666666666,1,2026-08-11,v1_audit_cleaned
3113368,Entire home/apt,Entire home,Oud-Noord,4,2.0,,1.5,,3,15,False,False,1,42.0,41.0,390.57142857142856,1468.0,359.0,0,0.0,3.0,15.0,0,0.0,3.0,15.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3121979,Entire home/apt,Entire home,Slotervaart,4,4.0,,2.0,,3,19,False,False,1,7.0,6.0,281.7142857142857,802.0,365.0,0,0.0,3.0,19.0,0,0.0,3.0,19.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3138594,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,4,2.0,,1.5,,7,25,False,False,1,48.0,48.0,353.625,1108.0,726.0,0,0.0,7.0,25.0,0,0.0,7.0,25.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3145498,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,4,6.0,,4.0,,5,30,False,False,1,23.0,23.0,649.4782608695652,2081.0,1092.0,0,0.0,5.0,30.0,0,0.0,5.0,30.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3155284,Private room,Private room in farm stay,Noord-Oost,2,1.0,1.0,1.0,87.0,2,1125,False,False,8,182.0,181.0,323.36813186813185,1923.0,1219.0,90,1.0,2.0,1125.0,30,1.0,2.0,1125.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
3163509,Entire home/apt,Houseboat,Centrum-Oost,1,1.0,,1.5,,6,30,False,False,1,53.0,53.0,419.64150943396226,1723.0,722.0,0,0.0,6.0,30.0,0,0.0,6.0,30.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3172327,Entire home/apt,Entire condo,Oud-Oost,4,3.0,,1.5,,5,28,False,False,1,31.0,31.0,354.80645161290323,933.0,360.0,0,0.0,5.0,28.0,0,0.0,5.0,28.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3174322,Entire home/apt,Entire home,Centrum-West,4,2.0,2.0,1.5,475.0,5,14,False,False,1,36.0,36.0,341.8611111111111,961.0,474.0,0,0.0,5.0,14.0,0,0.0,5.0,14.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3175397,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,2,1.0,,1.0,,3,30,False,False,1,5.0,5.0,363.4,583.0,1022.0,0,0.0,3.0,30.0,0,0.0,3.0,30.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3180371,Entire home/apt,Entire loft,Centrum-Oost,4,2.0,,1.0,,4,15,False,False,1,24.0,24.0,242.5,539.0,723.0,0,0.0,3.0,15.0,0,0.0,3.0,15.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3206158,Entire home/apt,Entire townhouse,Geuzenveld - Slotermeer,4,3.0,3.0,1.5,249.0,3,30,False,False,1,55.0,55.0,325.03636363636366,812.0,358.0,0,0.0,3.0,30.0,0,0.0,3.0,30.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3209240,Entire home/apt,Entire rental unit,Zuid,2,1.0,,1.0,,3,1125,False,False,1,27.0,26.0,416.2962962962963,2301.0,374.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3225605,Entire home/apt,Boat,De Pijp - Rivierenbuurt,4,4.0,,3.0,,3,14,False,False,1,52.0,52.0,376.53846153846155,1164.0,1098.0,0,0.0,3.0,14.0,0,0.0,3.0,14.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3235970,Entire home/apt,Entire rental unit,Centrum-Oost,4,1.0,4.0,1.0,220.0,3,365,True,False,2,311.0,310.0,192.32475884244374,1179.0,352.0,80,0.8888888888888888,3.0,365.0,25,0.8333333333333334,3.0,365.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
3236653,Entire home/apt,Entire home,De Baarsjes - Oud-West,2,2.0,2.0,1.5,204.0,3,20,False,False,1,4.0,4.0,220.25,494.0,441.0,0,0.0,3.0,20.0,0,0.0,3.0,20.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3237893,Entire home/apt,Entire rental unit,De Pijp - Rivierenbuurt,2,1.0,,1.5,,2,30,False,False,1,45.0,43.0,335.22222222222223,1170.0,366.0,0,0.0,2.0,30.0,0,0.0,2.0,30.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
1029596807107848141,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,5,3.0,,1.0,,1,365,False,False,2,3.0,3.0,190.33333333333334,232.0,957.0,0,0.0,1.0,365.0,0,0.0,1.0,365.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3244143,Entire home/apt,Entire rental unit,Oostelijk Havengebied - Indische Buurt,4,1.0,,1.0,,3,1125,False,False,1,45.0,45.0,413.4222222222222,1012.0,2877.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3254077,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,2,1.0,,1.0,,30,30,False,False,1,37.0,37.0,283.7567567567568,1292.0,2157.0,0,0.0,30.0,30.0,0,0.0,30.0,30.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3261562,Entire home/apt,Entire condo,Oostelijk Havengebied - Indische Buurt,2,1.0,,1.0,,4,7,False,False,1,64.0,64.0,349.484375,1479.0,1094.0,0,0.0,4.0,7.0,0,0.0,4.0,7.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3267105,Entire home/apt,Entire rental unit,Zuid,2,1.0,1.0,1.0,217.0,3,30,False,False,1,50.0,50.0,280.28,732.0,433.0,88,0.9777777777777777,3.0,30.0,30,1.0,3.0,30.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
3270897,Entire home/apt,Entire rental unit,Centrum-West,2,1.0,,1.0,,5,14,False,False,1,85.0,85.0,344.29411764705884,1642.0,361.0,0,0.0,4.711111111111111,14.0,0,0.0,4.733333333333333,14.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3277053,Entire home/apt,Entire rental unit,Centrum-West,4,4.0,,1.5,,4,1125,False,False,1,23.0,23.0,321.8695652173913,1813.0,2590.0,0,0.0,4.0,1125.0,0,0.0,4.0,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3282245,Entire home/apt,Entire condo,Oud-Noord,2,1.0,,1.0,,2,2,False,False,1,72.0,72.0,388.75,1200.0,735.0,0,0.0,2.0,2.0,0,0.0,2.0,2.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3285009,Private room,Private room in guesthouse,De Pijp - Rivierenbuurt,2,1.0,1.0,1.0,124.0,3,14,False,False,1,357.0,355.0,276.15966386554624,1727.0,352.0,25,0.2777777777777778,3.0,14.0,0,0.0,3.0,14.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
22804712,Entire home/apt,Entire condo,De Baarsjes - Oud-West,2,1.0,1.0,1.5,352.0,3,4,False,False,1,29.0,29.0,225.9655172413793,834.0,465.0,0,0.0,3.0,4.0,0,0.0,3.0,4.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3285500,Entire home/apt,Entire home,Oostelijk Havengebied - Indische Buurt,4,2.0,,1.5,,3,30,True,False,1,23.0,23.0,317.2608695652174,1928.0,350.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3294707,Entire home/apt,Entire rental unit,Westerpark,4,2.0,,2.0,,3,1125,False,False,1,47.0,47.0,324.6808510638298,1351.0,356.0,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3308196,Entire home/apt,Entire home,Oud-Noord,4,3.0,,1.5,,3,30,False,False,1,20.0,20.0,393.0,944.0,378.0,0,0.0,3.0,30.0,0,0.0,3.0,30.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3320920,Entire home/apt,Entire condo,De Baarsjes - Oud-West,2,1.0,2.0,1.0,212.0,7,90,False,False,1,1.0,1.0,260.0,260.0,636.0,90,1.0,7.0,90.0,30,1.0,7.0,90.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
3322840,Entire home/apt,Entire rental unit,Zuid,4,3.0,,1.5,,4,30,False,False,1,50.0,50.0,352.16,1725.0,417.0,0,0.0,4.0,30.0,0,0.0,4.0,30.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3329357,Entire home/apt,Entire condo,Westerpark,4,2.0,,1.0,,3,3,False,False,1,28.0,28.0,335.5,1222.0,2549.0,0,0.0,2.577777777777778,3.0,0,0.0,2.533333333333333,3.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3332625,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,4,2.0,2.0,1.0,550.0,3,1125,False,False,1,40.0,39.0,330.025,969.0,981.0,90,1.0,3.0,1125.0,30,1.0,3.0,1125.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
3341765,Entire home/apt,Entire rental unit,De Pijp - Rivierenbuurt,2,,,0.5,,4,60,False,False,2,30.0,30.0,308.93333333333334,1256.0,1247.0,0,0.0,4.0,1125.0,0,0.0,4.0,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3346620,Private room,Private room in condo,Noord-Oost,3,1.0,1.0,1.0,61.0,2,365,False,True,2,274.0,272.0,291.7189781021898,2551.0,347.0,90,1.0,2.0,1125.0,30,1.0,2.0,1125.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
3352657,Entire home/apt,Entire rental unit,Bos en Lommer,2,,,1.0,,4,24,False,False,1,39.0,39.0,374.1794871794872,1285.0,757.0,0,0.0,3.8555555555555556,1125.0,0,0.0,3.8666666666666667,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3368163,Entire home/apt,Entire rental unit,Centrum-Oost,2,1.0,,1.0,,3,14,False,False,1,13.0,13.0,295.61538461538464,645.0,2650.0,0,0.0,3.0,14.0,0,0.0,3.0,14.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3383368,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,2,2.0,,1.0,,6,1125,False,False,1,38.0,38.0,474.6578947368421,1410.0,1108.0,0,0.0,6.0,1125.0,0,0.0,6.0,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3383408,Private room,Private room in rental unit,Centrum-West,2,1.0,,1.0,,2,1125,False,True,1,429.0,427.0,312.53379953379954,1419.0,409.0,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3388764,Private room,Private room in condo,De Pijp - Rivierenbuurt,2,,,1.5,,3,60,True,True,1,116.0,115.0,293.57758620689657,968.0,352.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3389300,Entire home/apt,Entire rental unit,De Pijp - Rivierenbuurt,2,1.0,,1.0,,5,32,False,False,1,100.0,100.0,327.55,1832.0,1047.0,0,0.0,5.0,32.0,0,0.0,5.0,32.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3413219,Entire home/apt,Entire condo,Watergraafsmeer,4,2.0,,1.5,,3,700,False,False,1,16.0,16.0,278.125,911.0,465.0,0,0.0,3.577777777777778,700.0,0,0.0,3.533333333333333,700.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
983778789557263868,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,3,1.0,,0.0,,2,14,False,False,1,19.0,19.0,248.94736842105263,1008.0,464.0,0,0.0,2.8666666666666667,1125.0,0,0.0,2.933333333333333,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3428641,Entire home/apt,Entire townhouse,Slotervaart,4,2.0,,2.5,,3,30,False,False,1,34.0,34.0,281.97058823529414,1153.0,1087.0,0,0.0,3.0,30.0,0,0.0,3.0,30.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3431653,Entire home/apt,Entire rental unit,Oud-Oost,2,1.0,,1.0,,14,30,False,False,1,20.0,20.0,551.6,1962.0,493.0,0,0.0,14.0,30.0,0,0.0,14.0,30.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3436527,Entire home/apt,Entire home,IJburg - Zeeburgereiland,4,4.0,,1.0,,3,1125,False,False,1,3.0,3.0,268.0,370.0,2563.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3437329,Entire home/apt,Entire townhouse,Watergraafsmeer,5,3.0,,1.5,,3,30,False,False,1,33.0,33.0,309.57575757575756,962.0,414.0,0,0.0,2.577777777777778,30.0,0,0.0,2.566666666666667,30.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3444976,Entire home/apt,Entire condo,De Pijp - Rivierenbuurt,3,2.0,,1.0,,2,730,False,False,1,3.0,3.0,268.3333333333333,510.0,506.0,0,0.0,2.0,730.0,0,0.0,2.0,730.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3459981,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,4,3.0,,2.5,,3,21,False,False,1,45.0,45.0,361.35555555555555,1386.0,1454.0,0,0.0,3.0,21.0,0,0.0,3.0,21.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3461086,Entire home/apt,Entire condo,Centrum-Oost,3,2.0,2.0,1.5,309.0,4,20,False,False,1,94.0,93.0,300.3723404255319,1949.0,368.0,0,0.0,2.0,20.0,0,0.0,2.0,20.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3484708,Private room,Private room in rental unit,Slotervaart,2,,,1.0,,2,1124,False,False,1,46.0,44.0,356.39130434782606,1084.0,2858.0,0,0.0,2.0,1124.0,0,0.0,2.0,1124.0,30,0,0.0,1,2026-08-11,v1_audit_cleaned
3492282,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,2,1.0,1.0,1.0,240.0,6,1125,False,False,1,46.0,46.0,522.1739130434783,2784.0,1023.0,90,1.0,6.0,1125.0,30,1.0,6.0,1125.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
3500433,Entire home/apt,Entire townhouse,De Baarsjes - Oud-West,4,2.0,2.0,2.5,500.0,2,21,False,True,1,105.0,104.0,350.83809523809526,1424.0,401.0,90,1.0,2.0,1125.0,30,1.0,2.0,1125.0,30,30,1.0,0,2026-08-11,v1_audit_cleaned
